Name,City,State,Phone,Email
DEFENSE SUPPLY CTR.,PHILADELPHIA,PA.,21200IFNJ,jane.boyle@dla.mil,215-737-5573,215-737-7163
DEL CAMPO FRESH,IMMOKALEE,FL.,212006QDW,delcampo@friendlynet.com,419-443-9864,863-675-4406
DEL CAMPO SUPREME,INC.,RIO RICO,21200A115,plopez@delcampo.com.mx,520-281-4733,520-281-4345
DEL GATO PRODUCE,PHOENIX,AZ.,21200BM1R,N/A,623-764-1302,623-936-3453
DEL MAR FARMS,WESTLEY,CA.,21200XU6P,brian@delmarfrms.com,209-894-5555,209-894-5556
DEL MONTE FRESH PRODUCE,CORAL GABLE,FL.,21200DSXZ,twhite@freshdelmonte.com,305-520-8400,605-520-8498
DEL REY AVOCADO CO.,FALLBROOK,CA.,21200RT6W,bobl@delreyavocado.com,760-728-8325,760-728-9501
DEL SUR FRESH PRODUCE,LOS ANGELES,CA.,21200FU1U,delsurfresh@blackberry.net,213-623-2351,213-623-1598
DELANO FARMS COMP.,DELANO,CA.,212002JWF,delfarm@delanofarmsco.com,661-721-1485,661-721-2466
DELEON FARMS,INC.,HOMESTEAD,21200DN4R,srdeleono1@aol.com,305-248-3975,305-248-3915
DELFINO MARKETING,PLANT CITY,FL.,212003N26,ray@delfinomarketing.com,813-759-2820,813-759-2620
DELHI FARMERS COOP.,SAYRE,OK.,21200EP3C,N/A,N/A,N/A
DELICIOUS FOODS,LLC,FOWLER,21200TBKC,mpereira@sunsweet.com,559-445-8601,559-445-5378
DELK,JIMMY,PRODUCE,21200T1QS,delkproduce.jdp@comcast.net,954-946-5677,954-946-7208
DELMAR FARMS,WESTLEY,CA.,21200SLHD,jon@delmarfarms.com,209-894-5555,209-894-5556
DELTA FRESH,ELSA,TX.,2120068V0,roygarciaproduce@yahoo.com,800-228-9853,956-262-8742
DELTA FRESH,JONESBORO,ARK.,21200VKLQ,pteague@deltafresh.com,870-932-0578,870-932-1982
DELTA FRESH,LLC,NOGALES,21200YCXB,david@deltafreshproduce.com,520-281-4444,520-281-3456
DELTA PACKING CO. OF LODI,LODI,CA.,21200H04J,celkins@deltapacking.com,209-334-1023,209-334-0811
DELTA PRODUCE,SAN ANTONIO,TX.,21200Z0KG,kedwards@deltaproduce.com,210-226-9966,210-226-1999
DENICE & FILICE,LLC,HOLLISTER,21200CTZE,Cameron@denicefilice.com,831-637-7491,831-637-4174
DEOUDES,JIMMIE P.,INC.,21200IBA0,N/A,831-659-4640,831-659-9410
DESERT FRESH,INC.,COACHELLA,21200XU6P,grapes@desertfresh.com,760-398-0878,760-398-2869
DESERT GLORY LTD.,SAN ANTONIO,TX.,212003AVE,info@naturesweettomatoes.com,800-767-6789,210-509-6910
DESERT SPRING PRODUCE,ARREY,NM,21200704F,N/A,575-267-4808,575-267-4818
DEVIK INT'L. INC.,WHITE PLAINS,NY.,212005EXG,devikintl@aol.com,914-347-1666,914-347-1605
DEVOY MARKETING,BAKERSFIELD,CA.,21200KP5N,mendecko@aol.com,661-326-1161,661-326-0458
DFI GOLD RUSH,LLC,FRESNO,21200JB2I,dfigoldrush@dfigoldrush.net,559-446-2400,559-446-2414
DI CIOCCO FARMS SALES,LEAMINGTON,ONTARIO,21200HDFJ,diciocco@mnsi.net,519-326-2339,519-326-3627
DIABLO DISTRIBUTING,SAN RAMON,CA.,21200G3LW,parksea@sbcglobal.net,925-743-0500,925-743-0551
DIAM DISTRIBUTORS,SAN RAFAEL,CA.,21200R8W8,stuart@diamdistributors.com,415-457-6300,415-457-6350
DIAMOND B FARMS,INC.,PLANT CITY,21200XJU2,diamondbfarms@verizon.net,813-752-5500,813-757-0378
DIAMOND BLUEBERRY,INC.,MANNONTON,21200T388,tweth@verizon.net,609-561-3661,609-567-4423
DIAMOND FRUIT & VEGETABLE DISTRS.,NOGALES,AZ.,21200KXZ8,diamondfv@theriver.com,520-281-0445,520-281-0179
DIAMOND HILL FARMS,ALLIANCE,NE,212003B8F,mdavis@diamondhillfarms.com,308-762-7467,308-762-3204
DIAMOND PRODUCE,SALINAS,CA.,21200S1TM,sales@diamondproduce.com,831-758-3758,831-758-6278
DIAZTECA COMPANY,RIO RICO,AZ.,21200ZDFX,ldiaz@diazteca.com,520-281-4281,520-281-1024
DICKINSON FROZEN FOODS,INC.,,21200NZEG,tburnett@dickinsonfrozenfoods.com,208-452-5200,208-452-5365
DICKERSON,W.M.,COMPANY,21200V5XC,N/A,650-266-9932,650-266-9947
DICKEY FARMS,INC.,MUSELLA,21200YYLY,rdickey@dickeyfarms.com,478-836-3136,478-836-2966
DIETZ,MATT,CO.,212006DQ0,dietz3@msn.com,956-723-9178,956-723-0167
DIMARE BROTHERS,CHELSEA,MA.,21200ZMUP,dimare.newengland@verizon.net,617-889-3800,617-889-2067
DIMARE COMPANY,INDO,CA.,21200WDSC,cmuratore@dimare-ca.com ;dmendonca@dimare-ca.com,760-347-3336,760-347-0858
DIMARE FRESH,ARLINGTON,TX,21200DKGD,accountspayable@dimarefresh.com,817-385-3181,817-385-3015
DIMARE HOMESTEAD,HOMESTEAD,FL,21200K3B6,homestead@dimarefresh.com,305-245-4211,305-245-5346
DIMARE RUSKIN,INC.,RUSKIN,21200G4E2,ruskin@dimarefresh.com,813-645-3241,813-645-4846
DIRECT ADVANTAGE,LLC. COLUMBIA,SC,2120073CV,russell@directadvantagellc.com,803-788-9340,803-788-9345
DIRECT PRODUCE,INC.,LOS ANGELES,21200YBI5,julio@directproduce.com,213-624-1727,213-624-0711
DIVERSIFIED CITRUS MKTING.,LAKE HAMILTON,FL.,212001R7K,sales@diversifiedcitrus.com,863-439-1600,863-439-1917
DIVINE FLAVOR,LLC. RIO RICO,AZ,21200CDZ2,N/A,619-710-2020,520-281-8464
DIVINE RIPE,LLC,PHARR,21200QQLI,claudia_carter00@hotmail.com,956-631-0101,956-631-0505
DIXIE GROWERS,INC.,PLANT CITY,212005W06,george@dixiegrowers.com,813-754-7652,813-754-5896
DIXON TOM-A-TOE,GRAND PRAIRIE,TX.,212008RZM,gmeyer@freshexpress.com,972-595-3600,972-595-3600
DLF INTERNATIONAL,INC.,VERO BEACH,21200ZJBZ,sales@dlfintl.com,772-778-2550,772-778-2493
DNE WORLD FRUIT SALES,FORT PIERCE,FL.,21200H2IW,mark@dneworld.com,772-489-7230,772-465-1181
DOLE BERRY CO.,MONTEREY,CA.,21200VWVY,N/A,831-641-4364,831-641-4363
DOLE FRESH FRUIT,WESTLAKE VILLAGE,CA.,21200YGS5,Brennon.Neff@dole.com,818.874.4645,818-874-4586
DOLE FRESH VEGETABLES,MONTEREY,CA.,21200G6T0,rick.bravo@dole.com,831-641-4285,831-641-4280
DOMEX SUPERFRESH GROWERS,YAKIMA,WA.,21200M4HT,timlane@superfreshgrowers.com,509-966-1814,509-966-3608
DONIO,FRANK,INC.,21200J2GX,dave@donio.com,609-561-2466,609-561-1634
DONOVAN PRODUCE COMPANY,SPRECKELS,CA,21200T0G7,mrveg@aol.com,831-770-1123,831-770-1823
DOUBLE D FARMS,MAGNOILA,AR.,21200KPZU,cadmsd@magnolia.net.com,870-234-6210,N/A
DOUBLE DIAMOND ACRES,KINGSVILLE,CA.,21200DKL2,chris@doublediamondacres.com,519-326-1000,519-326-4557
DOUBLE E,INC/EDWARDS DISTRIBUTING (L&M COMPANIES),,2120011A7,bill.edwards@lmcompanies.com,956-843-2716,956-843-8122
DOUBLE GREEN PRODUCE,BROOKLYN,NY.,21200PRW5,doublegreen328@yahoo.com,718-384-6616,718-384-4234
DOUBLE J PRODUCE,SAN JUAN,TX.,21200TSCE,N/A,956-702-3388,956-702-3380
DOUBLE V INTERNATIONAL,NEW YORK,NY.,21200RZ3Q,N/A,212-757-4185,212-757-4187
DOVEX MARKETING COMPANY,WENATCHEE,WA.,21200K330,Odilon.4@netzero.net,509-662-8520,509-662-3089
DOYEN,WILLARD C.,& SONS,21200YGZW,wcdoyen@ainop.com,207-769-3561,207-768-5306
DRAGONBERRY PRODUCE,PORTLAND,OR.,21200KIAS,amy@dragonberryproduce.com,503-655-2490,503-655-7346
DREW,DAVID TRANSPORTATION,SALINAS,21200ZK7A,dispatch@daviddrewtransportation.com,831-771-6982,831-771-0869
DRISCOLL STRAWBERRY ASSN.,WATSONVILLE,CA.,212003AJP,USDA.Inspections@driscolls.com,831-763-5000,831-761-5988
DROBNICK DISTING. INC,SALINAS,CA.,21200X0NW,freshdist@sbcglobal.net,831-659-4447,831-659-4411
DUBOIS & SON,LLC,BOYNTON BEACH,2120026MY,duboisandson@yahoo.com,561-498-3353,561-498-8042
DUDA FARM FRESH FOODS,OVIEDO,FL.,212003RG1,info@duda.com,407-365-2111,497-365-2147
DULCE FRESH,LLC. KINGSTON,MA,21200NPNJ,krcmann@aol.com,781-585-1411,781-585-1415
DULCICH,JAKOV,AND DELANO,21200AMXN,nick@dulcich.com,661-792-6360,661-792-6529
DULCINEA FARMS,LADERA RANCH,CA.,21200S571,steve.dabich@dulcinea.com,407-365-2111,949-429-1200
DUNDEE CITRUS GROWERS,DUNDEE,FL.,21200I2JJ,sales@diversifiedcitrus.com,863-439-9465,863-439-1535
DURANT DISTRIBUTING,INC.,SANTA MARIA,21200CL7Z,tom@durantdistributing.com,805-349-2820,805-349-9401
DYNAMIC FOOD GROUP,SPRECKELS,CA.,21200GDFZ,jcarr@dynamicfoodgroup.com,831-455-0707,831-455-0808
DYNASTY FARMS,INC,PHOENIX,2120073E6,jeff@pim4u.com,602-252-4467,602-252-4495
DYNASTY PRODUCE & TRADING,LOS ANGELES,CA.,21200K3QP,dynastyproduce@worldnet.att.net,626-575-8839,626-575-0087
E FOODS,INC. CASSELBERRY,FL.,21200Q648,sales@efoodsinc.com,407-830-9498,407-831-0170
E J'S PRODUCE SALES,PHOENIX,AZ.,21200QMXL,johnm@ejsproducesales.com,866-357-7762,480-763-9549
E.A.T. FRESH PRODUCE,PAHOKEE,FL.,21200KSIL,timeatfresh@yahoo.com,561-996-6336,561-996-6338
EAGLE EYE DISTRIBUTING,IONA,ID.,21200H8TG,lance@eagleeyeproduce.com,208-522-2343,208-522-2345
EAGLE FARMS,INC.,IONA,21200VKNU,N/A,208-523-0310,208-522-2345
EAGLE FRUIT TRADERS,WILMINGTON,MA.,21200PM7C,eaglefruit@netzero.com,978-657-8747,978-657-0282
EAGLE PROD.,MARTORI FARMS,SCOTTSDALE,21200J1GD,celsie@martorifarms.com,480-998-1444,480-483-6723
EAKLY FARMERS UNION,EAKLY,OK,21200VYTH,N/A,405-797-3224,405-797-3269
EAKIN FRUIT CO.,UNION GAP,WA.,212006BWN,N/A,509-248-0803,509-248-9106
EARTHBOUND FARMS,SAN JUAN BAUTISTA,CA.,21200LG8D,pmg@ebfarm.com,831-623-7878,831-623-2638
EAST COAST BROKERS & PACKERS,PLANT CITY,FL.,2120022FV,grapetom@aol.com,863-425-3500,863-869-9850
EAST COAST FRUIT CO.,JACKSONVILLE,FL.,2120068YN,jportnoy@eastcoastfruit.com,904-355-7591,904-791-9274
EAST WEST UNLIMITED,COACHELLA,CA.,21200113F,rootationi@aol.com,760-398-8686,760-398-3302
EASTERDAY FARMS PROD.,PASCO,WA.,21200XF83,onions@easterdayfarms.com,509-544-9595,509-544-9004
EASTERN FRESH GROWERS,CEDARVILLE,NJ.,21200EZN8,info@jerseytomato.com,856-447-3563,856-447-3812
EASTON ENTERPRISES,INC.,SALINAS,21200JTXW,shari@greenetts.com,831-424-2843,831-424-3516
ECKEL MARKETING,SALINAS,CA.,212005PLG,skip@eckelmarketing.com,831-755-1350,831-755-1357
ECLIPSE BERRY FARMS,LOS ANGELES,CA.,21200KU8C,rhearst@aol.com,310-207-7879,310-207-7868
ECLIPSE PRODUCE,INC.,SHOREWOOD,21200BRVL,dkwasigroch@eclipseproduce.com,815-553-1500,815-553-1550
ECO FARMS AVOCADO,TEMECULA,CA.,21200CQLW,staft@ecofarmsusa.com,951-676-4047,951-676-1676
ECO-FRUTAS,MISSION,TX.,21200DFTQ,ecofrutas2@yahoo.com,956-928-0191,956-928-0193
EDEN VALLEY GROWERS,EDEN,NY.,21200Z2HA,gbedenvalley@adelphia.net,716-992-9721,716-992-3882
EDINBURG CITRUS ASSOCIATION,EDINBURG,TX.,212000YKV,Sales@TxCitrus.com,956-383-2743,956-383-2435
EL GALLO PRODUCE,DALLAS,TX,21200B8E2,elgalloproduce@yahoo.com,214-428-5400,214-428-5402
EL ROSARIO PRODUCE,MCALLEN,TX.,21200NKWK,elrosario@empaquedonjorge.com,956-867-8334,956-630-0479
ELC GENERAL PRODUCE,HIDALGO,TX.,21200SS72,elcgenpro@msn.com,956-683-0204,956-631-1990
EMERALD FRUIT & PRODUCE,EUGENE,OR.,212005M1B,chemeraldfruit@qwest.net,541-342-2136,541-345-4744
ELLIS,N. N.,PRODUCE,212002W20,N/A,910-267-4671,910-267-1598
EMERALD PACKING CO.,ORLANDO,FL.,21200LHEX,sdl5561@aol.com,407-425-5561,407-425-6426
EMPACADORA GAB,INC.,HIDALGO,2120041TI,egabmc@quik.com,956-686-2445,956-630-1043
ENGLAND,C. R.,& SONS,21200T0CE,N/A,801-972-2712,801-974-3342
EPICVEG,INC.,LOMPOC,N/A,markc@epicveginc.com,N/A,N/A
ERCANBRACK,W.M.,CO.,21200WKXQ,wmefruit@aol.com,801-225-3459,801-225-7395
ERIE-JAMES LIMITED,LEAMINGTON,ON,21200P74L,mark@eriejames.com,519-326-4417,519-326-7461
E-SALES CO.,NOGALES,AZ,21200SLL6,esold77@msn.com,520-761-3280,520-761-3617
ESTORMES,JACK,CO.,21200713W,jecorp2@aol.com,941-730-0312,813-436-5617
ESFORMES,JACK,CO.,N/A,jecorp2@aol.com,941-730-0312,813-436-5617
EUBANKS PRODUCE,LUCEDALE,MS.,21200RRM2,allen@eubanksproduce.com,800-353-2589,601-947-9665
EUROFRESH FARMS,WILCOX,AZ.,21200DFDB,m.cassius@eurofresh.com,520-384-4621,520-384-4187
EVANS FRUIT CO./ ELEVEN R SALES,COWICHE,WA.,21200ANML,Kristina@evansfruitco.com,800-255-7513,509-678-5450
EVERGREEN FRESH FARMS,LOS ANGELES,CA,21200TMUS,eric@evfarms.com,213-617-9885,213-617-0063
EVERKRISP VEGETABLES,TOLLESON,SZ.,21200CYV7,greg.ek@att.net,623-936-3321,623-936-1008
EVERSPRING ENTERPRISES,IRVING,TX.,21200BVTK,everspring-enterprises@yahoo.com,972-445-3322,972-438-1548
EWING'S FARMS,INC.,BECKER MN.,212000HSY,jveri@exeterproduce.com,519-235-2180,519-235-3515
EXETER PRODUCE & SALES,EXETER,ONTARIO,212000HSY,jveri@exeterproduce.com,519-235-2180,519-235-3515
EXODUS INTERNATIONAL,PASO ROBLES,CA.,21200MKIN,johna@exodusworldwide.com,805-239-0617,805-239-0619
EXPO FRESH,LLC,SAN DIEGO,212001AEE,bobs@expofresh.com,619-661-6550,619-661-6776
EXPORT FRESH COMPANY,RIO RICO,AZ.,21200AR1X,efresh@qwest.net,520-377-9595,520-377-9695
EXSER,SANTIAGO,CL.,21200DWXE,exser@serv.cl,562 731-4600,562-208-3061
F & H COLD STORAGE,REEDLEY,CA.,212002SYT,gene@djforry.com,559-638-3050,559-638-5781
F.G.F. COMPANY,OVERLAND PARK,KS.,21200TUVN,dennisf@fgfcompany.com,800-888-0226,913-469-8075
F.P.D. INC.,CARSON,CA.,212000PQW,fpdfruit@att.net,310-884-3000,310-884-3232
FABULOUS FRESH PRODUCE,MIAMI,FL.,21200MRL6,fabiola@fabulousfreshproduce.com,305-545-2288,305-545-2296
FAGERBERG PRODUCE,EATON,CO.,21200RBWV,alan@fagerbergproduce.com,970-834-1353,970-834-1434
FAMILY CHOICE,CHATHAM,ONTARIO,212007JA3,kejay@ciaccess.com,519-380-9520,519-380-9921
FAMILY TREE FARMS,REEDLEY,CA.,21200QQVJ,dmarriott@familytreefarms.com,559-591-6280,559-595-7795
FANCHER CREEK PACKING,OROSI,CA.,212007P22,fanchercreek@infostations.com,559-528-6618,559-528-6470
FAR SIDE FARMS,SANTA MARIA,CA.,212002DH5,sal@farsidefarms.com,805-739-8833,805-739-8844
FARM BOY INC.,OTTAWA,ON,21200SAUF,imoyes@farmboy.ca,613-247-1007,613-247-8731
FARM FRESH DIRECT,MONTE VISTA,CO.,212000I2G,lee@ffdllc.net,719-852-2600,719-852-3321
FARM PAK PRODUCTS,SPRING HOPE,NC.,21200T5KS,sales@farmpak.com,252-459-3101,252-459-9020
FARMER’S BEST INT’L.,RIO RICO,AZ.,21200VY1Q,syubeta@farmersbest.com.mx; enavarro@farmersbest.com.mx,520-281-1411,520-281-4163
FARMERS FRUIT EXPRESS,CAPITOLA,CA.,21200DQ8D,olive@farmersfruit.com,831-462-2244,831-462-2552
FARMERS MARKETING,EDINBURG,TX.,21200BYLH,evasquez@tiagris.com,956-381-9811,956-381-1609
FARMERS MARKETING CO-OP,INC.,LA BELLE,212004QD1,N/A,863-675-5739,561-258-0930
FARMERS MARKETING SERVICE,LINN,TX.,212007R4X,edward@farmersmarketingservice.com,956-381-9811,956-381-1609
FARMERS OWN ORGANICS,SEATTLE,WA.,21200KCMX,dianed@triplebproduce.com,206-625-1412,206-682-4331
FARMERS POTATO DISTRIBUTING,JACKSONVILLE BEACH,FL.,21200SQCD,farmerspotato@yahoo.com,904-246-6487,904-241-3180
FARMING TECHNOLOGY/MTN KING,HOUSTON,TX.,21200BB10,jpop@mtnking.com,800-395-2004,713-921-3565
FARMINGTON FRESH SALES,STOCKTON,CA.,21200E4VT,george@farmfresh.com,209-926-3518,209-926-3588
FARM-WEY PRODUCE,LAKELAND,FL.,21200G1HG,cumbess@farmwey.com,863-646-0800,863-644-0123
FAZIO MARKETING,FRESNO,CA.,21200ZEKZ,jstover@faziomarketing.com,559-486-3030,559-486-7627
FEINN,NAT,& SON,21200USVE,byrne@natfeinn.com,559-268-7848,559-268-0723
FIELD FRESH DISTRIBUTING,WATSONVILLE,CA.,2120010VT,rrossi@fieldfreshproduce.com,831-722-1422,831-724-4729
FIERMAN,JOSEPH & SONS,BRONX,21200DPUX,N/A,718-893-1640,718-328-3738
FIESTA FARMS,INC.,NYSSA,21200HM8Z,fiestafarms@fiestafarmsinc.com,541-372-2248,541-372-2474
FILLMORE-PIRU CITRUS,PIRU,CA.,21200NPEA,citrus-lupe@fpcitrus.com,805-521-1781,805-521-0990
FINER,AL,CO.,212001WHA,alfinerco@aol.com,215-336-6789,215-271-7014
FIRST CHOICE PRODUCE,ELBA,NY.,21200FVSV,N/A,585-757-2322,585-757-2323
FIRSTFRUITS & VEGETABLES,DILLSBURG,PA.,21200ZY5G,firstfruits@pa.net,717-502-1700,717-502-1108
FIRSTFRUIT MARKETING LLC.,YAKIMA,WA,N/A,timc@ffm-wa.com,N/A,N/A
FIRSTFRUIT SALES,BOWLING GREEN,FL.,21200ATQ6,sharrison65@aol.com,863-375-4311,863-375-2221
FIRST FRUIT FARMS,INC.,BIRMINGHAM,21200WHNH,droper@firstfruitfarms.com,205-980-2330,205-980-2331
FIRST PICK,INC.,NIPOMO,21200M3AB,N/A,805-929-5761,805-929-1885
FISHER CAPESPAN U.S.A.,GLOUCESTER CITY,NJ,212005GBG,dcarapella@fishercapespan.com,856-742-5446,856-742-5448
FISHER CAPESPAN U.S.A.,ST. LAURENT,QC.,21200X2IF,N/A,514-739-9181,514-737-3676
FISHER RANCH CORP.,BLYTHE,CA.,21200A3US,mfarrage@fisherranch.com,760-922-7138,760-922-3080
FIVE BROTHERS PRODUCE,HOMESTEAD,FL.,212004PXU,5bros@bellsouth.net,305-247-0900,305-245-0855
FIVE CROWNS MARKETING,BRAWLEY,CA.,21200UI66,N/A,760-344-1930,760-344-5442
FIVE DIAMOND COLD STORAGE,INC.,DELANO,2120032SA,N/A,661-725-7935,661-725-7930
FIVE POINTS MARKETING,EASTMAN,GA.,21200MWLU,N/A,478-374-7774,478-374-7798
FIVE STAR DE REYES,INC.,FT. WORTH,21200EJU5,fivestardereyes@sbcglobal.net,817-626-4602,817-626-6140
FIVE STAR DISTRIBUTORS,RIO RICO,AZ.,212007BX0,N/A,520-281-9159,520-281-9167
FIVE STAR PRODUCE,AUSTON,TX.,21200DPQS,N/A,512-451-8757,512-929-9555
FLA. EUROPEAN EXP & IMP,MIAMI,FL.,21200367B,florida.european@att.net,305-477-0991,305-477-0994
FLAMM ORCHARDS,COBDEN,IL,21200JU0T,N/A,618-893-4241,618-893-4323
FLAVOR 1ST GROWERS,HORSE SHOE,NC.,21200J3KJ,buyproduce@flavor1st.com,800-566-0096,828-890-1019
FLAVOR-PIC TOMATO CO.,INC.,,21200XLZG,dmartin@flavorpic.com,205-323-7306,205-323-2511
FLAVOUR PICT PRODUCE,INC.,,21200YCVT,msabelli@flavourpict.com,519-326-9201,519-326-0851
FLORIDA ELITE PRODUCE,DOVER,FL.,21200T53P,don@fleliteproduce.com,813-707-0075,813-717-9189
FLORIDA FRESH,INC.,FLORIDA CITY,212001U1H,eddie@floridafreshinternational.com,305-245-4489,305-246-3864
FLORIDA SPECIALTIES,IMMOKALEE,FL.,21200FHVY,chris@floridaspecialties.com,239-657-1409,239-657-1341
FLORIDA STAR SALES,PLANT CITY,FL.,21200DNG4,rbblanco@aol.com,813-659-3968,813-659-4705
FLORIDA VEGETABLE INC.,HOMESTEAD,FL.,21200ITS6,flaveg@bellsouth.net,305-247-2131,305-248-9758
FLOWERS BROS. PROD.,TYTY,GA.,21200CDEP,bflowers2@yahoo.com,229-387-8212,229-387-8097
FONSECA,JOE F.,EL PASO,21200TG1Z,joe@jfconsultantsllc.com,915-497-5982,915-990-2021
FOODSOURCE TEXAS,MCALLEN,TX.,212002QF2,lmoyer@foodsourcetx.com,956-292-7900,956-292-7980
FOODSOURCE,INC.,MONTEREY,21200CPWP,mcastagnetto@buyfoodsource.com,831-647-3090,831-373-1381
FOODSOURCE,NOGALES,NOGALES,212005WGU,rod.sbragia@chrobinson.com,520-761-1348,520-761-2858
FORD,M. G.,PRODUCE,21200NBFT,N/A,863-675-3408,800-300-9047
FORD PRODUCE,MIKE,TERRELL,212008FER,lunkerhunter@msn.com,972-524-6500,972-551-0858
FORDEL,INC.,MENDOTA,21200V87L,gvasquez@fordelinc.com,559-655-3237,559-655-3895
FORREST TRANSPORTATION SER.,VISALIA,CA.,21200FCRE,sales@forresttransportation.com,866-738-5880,559-622-1888
FORRY,D.J. CO.,REEDLEY,212002TCN,john@djforry.com,559-638-0124,559-638-8080
FORTUNE GROWERS,LAS VEGAS,NV,212001TX3,luis.solarte@fortunegrowers.com,702-506-3320,702.562-9720
FORTUNE PRODUCE,INC.,CITY OF INDUSTRY,N/A,henryt@fortuneproduce.com,626-333-8891,626-333-8869
FOUR RIVERS PACKING,WEISER,ID.,2120070ME,"j.stewart@fourriversonion.com; k.stewart@fourriversonion.com;
s.swanson@fourriversonion.com",208-549-8300,208-549-8290
FOUR SEASONS FOOD LTD.,VANCOUVER,BC,21200M410,N/A,604-321-5515,604-325-3711
FOUR SEASONS PROD.,EPHRATA,PA.,21200GDM8,wendellh@fsproduce.com,717-721-2800,717-721-2594
FOUR SEASONS TRADING,DONNA,TX,21200P0TP,curtisd@fsproduce.com,956-580-3945,956-464-8680
FOUR STAR FRUIT,DELANO,CA.,21200KT6M,N/A,661-725-9621,661-725-9009
FOUR STAR SALES,INC.,DELANO,212008WUG,srossi@fourstarfruit.com,661-725-9621,661-725-9009
FOWLER BROTHERS INC.,WOLCOTT. NY.,,21200XUCK,leepetters@fowlerfarms.com,315-594-8068,315-594-8060
FOWLER PACKING CO.,FRESNO,CA.,21200TB1D,justin@fowlerpacking.com,559-834-5911,559-834-3336
FOXY FDS/NUNES CO.GONZALES,CA.,,21200UNH7,cjgiven@foxyproduce.com,831-675-1370,831-675-1345
FANCHER CREEK PACKING,INC.,OROSI,212007P22,fanchercreek@infostations.com,559-528-6618,559-528-6470
FRANK'S DISTRIBUTING,RIO RICO,AZ.,21200QKVZ,mjmcgovern@franksdist.com,520-281-0896,520-281-2425
FRANSEN,GILBERT,LA JARA,212005AJ6,fransenfarms@aol.com,719-589-4174,719-589-4179
FREDERICKSBURG PEACH CO.,AUSTIN,TX.,21200H670,N/A,N/A,N/A
FREIGHT OF ALL KINDS,DENVER,CO.,21200X0Y0,gettrucks@fakinc.com,303-289-5433,303-289-1674
FREITAS BROTHERS FARMS,NIPOMO,CA.,21200MJ0Y,tim@freitasfarms.com,805-343-3134,805-343-3135
FRENCHMAN VALLEY PRODUCE,IMPERIAL,NE.,21200J8AS,fvp@chase3000.com,308-882-4243,308-882-4915
FRESCO PRODUCE,CHULA VISTA,CA.,212003EMV,fresco-produce@sbcglobal.net,619-671-3737,619-671-0030
FRESH CHOICE PRODUCE,WOOD DALE,IL.,21200MYAR,cory@freshchoiceproduce.com,847-961-6921,847-961-6951
FRESH CONNECTION,THE,LAFAYETTE,21200N3TA,tfc@thefreshconnection.com,925-299-9939,925-299-9986
FRESH CUT PRODUCE,DALLAS,TX.,212001HZG,dcheckley@freshcutdallas.com,214-231-4100,214-231-4110
FRESH DIRECT,INC.,TUBAC,212005UFV,freshdirect@aol.com,520-287-0754,520-287-0780
FRESH DIRECTIONS INT'L.,VENTURA,CA.,212008QRM,dustin@freshdirections.com,805-671-9944,805-671-9393
FRESH FARMS,RIO RICO,AZ.,21200K6U7,rhernandez@freshfarms.com.mx,520-377-0878,520-377-0661
FRESH HARVEST INT'L.,MIAMI,FL.,21200AG8Y,sales@freshharvestintl.com,305-499-9870,305-499-9160
FRESH KING. INC.,HOMESTEAD,FL.,21200SFE2,AlvaroP@FreshKing.com;Sarah@Freshking.com,305-248-7700,305-248-7003
FRESH KIST PRODUCE,SALINAS,CA.,21200F2FN,sales@freshkist.com,831-775-1000,831-757-2357
FRESH 'N HEALTHY FARMS,HOLLISTER,CA.,21200FL4G,tpavich@fnhfarms.com,800-801-6600,408-847-7286
FRESH NETWORK,LLC,SALINAS,21200XR3S,ldietz@freshnetwork.com,831-422-5400,831-422-4102
FRESH PAC INT’L.,OCEANSIDE,CA.,21200SSIB,brian@freshpac.com,760-439-3939,760-439-0208
FRESH PACK PROD.,KINGSVILLE,ONTARIO,212001K6S,rick@freshpack.ca,519-326-8045,519-326-4041
FRESH PICK FARMS,INC.,,212002XMG,skeller@freshpick.com,206-441-5064,917-464-8272
FRESH PLANTS,INC.,GREEN BEAN DIV.,21200ZCRN,freshplantsinc@bellsouth.net,229-928-2669,229-928-0193
FRESH QUEST,INC.,POMPANO BEACH,212003070,floffice@freshquest.net,954-946-9554,954-946-8760
FRESH SELECT,INC.,SANTA MARIA,2120037ID,freshselectprod@aol.com,805-739-5501,805-739-5505
FRESH SOURCE PRODUCE,REDONDO BEACH,CA.,21200Z7Z3,rosalinda@freshsourceproduce.com,310-534-4390,310-530-7901
FRESH START PRODUCE SALES,DELRAY BEACH,FL,212005MHS,steven@freshstartproducesales.com; pweins1020@aol.com,561-496-7250,561-496-7670
FRESH TASTE PROD. USA & ASSOC.,PHILADELPHIA,PA.,21200TDBD,gc@freshtasteusa.com,877-632-9250,215-739-5058
FRESH TASTE PRODUCE,TORONTO,ONTARIO,21200HFIX,tchan@freshtast.ca,416-255-2361,416-255-8742
FRESH TRIM,LLC,SANTA MARIA,21200E3J4,vleedy@juno.com,805-922-8088,805-922-0878
FRESH WAVE,LLC.,THE,21200ISWL,thefreshwave@comcast.net,856-794-1408,856-794-1202
FRESHPOINT OF SOUTHERN CA.,IRWINDALE,CA.,21200CETI,john.brickley@freshpoint.com,626-813-5600,626-962-4435
FRESHTEX PRODUCE,LLC.,MCALLEN,212004NVD,freshtex@yahoo.com,956-283-8014,956-283-9267
